56.96;67.63;96.25;74.47;33.06;90.60;29.13;25.81;17.31;95.20;3.19;22.09;8.13;13.46;10.16;30.98;3.79;71.55;54.65;23.04;67.79;82.00;28.36;80.15;46.09;72.55;76.53;67.12;21.69;40.81;60.00;63.12;6.95;13.16;7.12;82.90;50.90;26.58;48.90;16.46;12.37;80.43;34.52;0.99;35.29;62.04;22.35;91.16;22.12;53.26;29.44;53.14;28.96;92.70;5.32;26.34;78.80;90.85;12.56;7.31;64.35;9.56;71.84;53.90;74.01;10.40;92.48;61.98;75.28;92.91;28.27;34.00;62.10;42.26;78.60;51.24;17.92;10.30;59.69;20.02;56.82;3.66;70.87;8.61;13.30;84.60;26.17;57.24;87.29;31.58;0.88;45.02;86.50;99.57;97.81;89.81;94.62;7.32;83.47;72.92;21.91;36.92;79.93;61.42;17.53;37.59;19.55;97.74;64.85;90.62;22.39;40.49;35.79;48.14;94.28;38.50;36.88;0.59;83.83;42.27;80.57;79.49;28.77;21.48;26.45;86.26;39.88;18.66;94.89;48.62;16.13;68.96;40.52;33.54;74.61;1.14;1.14;59.42;13.33;60.24;71.21;94.16;81.39;83.35;42.75;87.19;37.91;86.28;58.43;46.33;66.72;76.44;61.72;4.23;78.74;88.45;31.32;91.83;7.04;14.54;76.20;30.88;55.63;98.85;18.19;22.89;20.39;43.84;56.01;35.74;53.39;57.78;98.05;40.27;82.69;28.93;98.76;99.17;87.58;91.15;72.39;92.27;3.42;16.50;79.93;19.75;11.13;1.08;42.48;87.19;8.17;72.25;21.67;59.78;73.63;0.11;0.77;82.38;4.62;6.94;60.72;72.34;87.20;72.03;14.01;60.07;2.39;50.97;47.35;39.96;0.47;80.80;66.93;55.89;78.25;61.36;41.88;59.81;36.71;15.30;9.58;21.35;52.09;52.19;60.19;48.03;23.82;22.49;3.94;3.11;28.20;53.10;59.36;14.29;37.57;54.26;52.03;94.16;17.42;87.28;86.55;85.06;98.37;69.82;83.49;16.86;52.99;97.88;34.91;33.49;58.41;83.03;28.99;89.36;49.88;5.10;44.26;61.13;1.22;50.45;71.72;45.38;28.57;13.53;94.84;77.88;3.74;92.14;73.50;87.96;50.57;55.80;73.71;47.12;50.16;60.04;96.68;59.54;67.03;72.10;8.45;80.57;60.04;66.56;90.71;17.44;15.67;15.12;74.15;48.82;34.80;22.66;14.23;83.38;66.43;42.51;35.28;91.10;63.44;95.16
64.00;49.24;30.58;94.64;27.57;48.66;59.13;75.54;7.03;16.00;60.66;89.32;65.82;88.94;66.23;55.01;61.94;25.53;58.47;53.46;85.02;20.32;64.89;87.38;27.56;65.69;39.07;17.23;67.69;51.71;11.09;77.29;23.33;93.09;51.65;9.69;57.97;55.27;84.89;22.61;0.22;82.11;56.31;77.72;46.20;85.58;35.33;79.44;83.58;75.04;99.94;46.08;19.74;29.59;84.57;91.14;15.49;15.09;48.65;53.09;53.95;6.76;68.81;95.09;93.80;87.18;10.23;5.25;77.00;62.87;33.96;10.57;26.14;87.08;17.16;79.88;58.19;95.55;80.22;52.20;29.56;68.27;14.01;45.90;30.24;5.65;66.14;59.13;7.17;23.93;80.26;22.10;83.20;2.87;60.57;74.60;34.77;12.81;26.33;10.02;87.59;90.30;50.70;69.41;24.27;16.96;75.51;39.72;0.76;16.35;12.05;2.77;75.26;75.40;3.58;12.35;94.63;44.39;99.08;27.21;14.10;6.64;9.91;68.52;50.62;87.51;55.53;40.95;24.11;24.04;89.35;36.05;10.56;75.26;79.65;54.30;49.70;50.99;58.30;2.99;19.24;31.67;76.72;37.04;7.30;63.63;58.97;45.66;53.14;66.82;64.19;39.54;95.54;53.38;84.67;57.44;99.27;69.16;10.78;68.59;98.99;94.47;6.30;24.67;22.68;69.35;41.25;10.13;30.78;99.47;80.13;36.84;37.04;32.21;43.05;65.11;46.16;94.78;33.15;21.34;70.21;80.87;5.47;23.61;84.54;29.81;85.65;9.83;34.76;84.20;80.43;0.67;88.80;28.93;17.92;72.16;8.06;48.34;8.56;51.72;20.33;85.99;29.55;24.17;2.69;96.70;6.54;65.57;8.98;82.26;6.69;52.48;90.49;42.59;98.21;92.13;60.97;72.65;30.12;69.33;93.42;99.44;18.44;25.58;60.96;81.84;22.20;55.12;25.87;12.46;77.70;80.90;35.23;92.82;19.78;72.43;88.61;80.34;13.62;2.65;33.84;21.38;6.51;86.94;90.24;75.01;91.77;65.32;46.16;69.84;41.72;94.32;69.96;17.66;78.18;83.42;40.64;68.24;98.66;44.48;11.07;44.11;33.84;68.51;98.60;87.30;63.60;79.27;15.66;56.15;47.73;39.37;65.80;14.11;31.82;95.17;5.51;31.01;32.13;22.25;73.91;36.87;61.73;61.62;94.80;40.62;73.21;75.88;17.52;99.69;52.76;59.26;9.99;87.39;95.23;58.63;84.56;87.40;19.15;26.28
96.86;17.37;97.49;72.08;76.56;12.17;74.22;61.14;75.36;0.79;33.52;4.26;2.66;92.74;26.68;68.99;63.05;31.89;95.75;78.46;44.45;65.36;82.69;98.78;71.23;71.74;0.37;97.45;40.71;50.28;21.39;42.54;56.99;17.82;29.03;48.69;83.57;26.21;57.63;2.37;62.39;96.13;7.48;4.42;80.95;99.79;35.35;50.08;85.51;39.03;47.68;60.32;2.90;79.27;46.80;44.88;70.01;25.29;6.86;85.03;7.65;9.38;89.62;94.53;51.14;81.32;28.97;94.33;6.95;38.30;40.88;14.90;92.69;54.54;24.86;0.43;2.24;95.57;10.55;79.13;1.41;72.96;33.60;59.67;51.44;93.39;34.80;55.62;48.90;3.88;11.09;31.11;86.62;12.99;65.34;70.98;48.14;48.17;51.89;82.93;3.28;62.66;78.58;62.79;68.51;14.75;34.21;9.23;71.52;42.76;35.04;79.67;33.81;14.38;58.03;46.64;8.09;22.15;96.39;32.10;13.39;43.91;44.74;74.30;49.33;38.79;12.62;11.73;91.28;18.14;56.64;14.80;15.21;8.12;93.60;14.60;13.40;68.42;71.54;21.35;46.58;59.28;99.60;80.41;36.76;53.13;18.55;64.15;61.67;27.13;83.60;72.74;39.78;27.28;56.51;15.09;19.55;60.83;50.30;77.76;91.18;62.10;34.34;30.75;81.30;7.34;26.39;3.35;63.86;2.60;63.55;38.52;34.65;51.64;52.44;99.82;77.63;43.65;49.02;99.26;42.11;41.14;12.94;2.41;3.91;96.18;17.41;83.55;55.41;62.28;34.18;45.65;2.70;96.87;21.21;17.96;84.63;84.57;92.31;73.37;99.97;42.42;99.98;96.66;88.64;21.63;29.48;75.19;6.25;74.30;76.01;59.52;21.06;23.24;86.02;71.00;90.68;80.46;49.91;42.28;82.60;62.64;7.50;67.54;24.40;7.81;64.01;60.15;60.28;61.54;44.05;8.51;0.23;1.66;7.30;86.47;64.18;5.01;98.33;86.54;30.51;42.58;15.11;76.74;12.97;34.23;64.08;76.09;5.69;58.19;7.92;80.52;24.09;2.35;9.76;53.74;22.20;86.22;24.88;28.46;10.08;42.93;88.48;54.68;67.34;32.79;13.56;12.26;51.85;71.95;70.36;99.13;63.26;86.30;38.02;94.24;49.48;96.43;92.42;34.48;61.70;39.63;38.61;41.18;21.20;1.82;30.75;84.00;3.21;72.81;24.32;9.03;53.62;81.65;62.16;7.78;15.42;68.20;60.83;72.62
46.00;96.58;41.89;7.89;88.59;97.58;30.01;87.30;47.40;15.40;87.13;79.75;29.65;50.57;10.01;41.94;28.32;21.92;87.00;51.55;37.07;53.97;52.55;55.99;62.86;17.73;69.80;62.23;12.36;43.41;8.61;25.95;39.25;33.99;58.01;38.09;91.19;81.84;65.65;28.36;22.15;0.10;61.83;54.93;83.13;30.94;67.82;65.48;36.68;51.66;47.63;44.68;97.23;35.44;33.67;99.78;99.57;73.07;90.44;42.91;16.72;20.31;10.82;20.62;14.50;57.85;15.22;69.80;16.66;97.32;19.80;72.09;76.40;33.10;35.98;91.89;16.09;10.82;87.49;38.14;89.67;75.72;89.60;22.29;80.33;53.37;96.95;56.88;95.14;68.92;10.80;0.74;5.36;42.57;8.59;22.61;49.68;24.97;40.47;54.07;86.11;26.58;99.71;85.78;35.08;85.12;47.36;1.57;26.32;55.86;14.93;25.25;80.11;51.85;81.63;34.79;66.99;37.78;32.89;14.09;78.90;21.88;96.41;82.54;47.49;72.37;61.93;64.86;16.30;29.91;25.92;77.23;4.40;7.66;17.65;94.92;29.45;28.11;49.94;97.57;37.02;4.46;93.40;55.95;42.24;82.61;87.74;34.55;95.72;15.94;65.98;88.23;58.09;79.45;28.53;27.71;56.06;62.70;7.30;76.21;43.83;84.49;62.22;52.13;95.15;40.50;17.71;1.83;91.38;8.61;81.01;35.96;34.47;75.61;10.95;79.21;89.90;64.15;11.86;78.81;29.48;56.24;93.60;80.56;36.23;70.67;95.95;22.03;39.72;33.99;6.21;14.04;2.07;93.01;19.18;44.88;24.89;48.86;41.54;12.28;56.77;5.30;79.69;27.55;25.66;62.92;44.26;0.91;82.76;21.30;12.30;7.07;38.31;13.72;50.59;52.72;14.50;60.49;86.06;54.49;32.53;36.04;99.16;33.22;56.04;17.53;46.78;93.45;92.33;52.00;34.77;82.58;33.39;52.97;6.82;20.94;85.05;44.45;72.85;32.31;65.83;28.30;18.04;13.05;73.96;66.32;82.39;45.11;41.44;98.89;71.55;88.30;64.50;71.33;76.34;35.18;43.26;11.05;90.83;73.09;8.59;8.83;36.12;89.85;37.92;21.85;25.70;46.01;98.95;38.89;78.74;87.06;58.35;91.14;24.06;95.72;93.25;80.61;16.35;88.62;24.32;57.81;62.24;30.46;70.37;39.30;14.87;43.95;71.22;48.23;91.01;8.13;64.39;49.08;63.03;35.39;65.73;4.26;85.80;62.10
75.29;15.47;80.70;70.04;22.23;42.33;2.87;70.55;44.85;96.25;56.41;82.79;28.46;71.33;74.78;21.08;51.34;72.07;69.83;92.11;57.30;48.33;65.37;70.71;65.56;37.49;53.69;14.32;8.80;19.41;73.98;0.92;29.58;0.81;67.48;23.69;6.89;85.00;50.03;24.14;4.86;40.77;83.95;11.89;59.31;32.30;4.16;36.00;82.25;60.56;80.48;14.76;79.82;41.42;94.55;6.67;52.57;13.09;16.78;13.29;82.97;42.80;67.94;14.23;98.10;73.95;12.46;16.57;51.26;87.99;0.99;76.91;52.80;78.51;57.54;13.53;25.12;99.91;47.54;90.12;95.16;50.84;10.53;5.79;79.82;14.42;1.15;44.36;96.90;47.41;84.12;28.88;72.59;50.93;31.78;48.51;59.76;52.98;71.91;91.21;85.91;71.51;8.82;87.44;7.07;27.87;39.54;15.56;99.45;79.68;49.40;67.83;5.57;98.45;42.20;57.87;78.46;74.85;71.41;63.69;58.35;84.59;15.06;20.29;65.16;46.35;80.85;51.67;38.26;40.67;9.82;78.01;10.23;85.73;91.87;15.14;89.46;86.33;6.05;47.08;83.38;16.67;86.53;35.44;91.07;61.73;62.91;44.50;79.01;37.48;92.55;61.06;40.32;79.95;63.82;71.11;17.19;65.76;11.97;32.39;37.85;39.87;69.72;94.93;22.36;58.07;95.26;77.36;85.65;63.37;90.54;60.63;74.90;96.39;47.80;63.98;10.50;46.69;61.88;69.33;37.33;89.52;31.68;69.79;11.50;48.37;0.77;57.95;67.86;9.33;99.68;42.70;65.90;7.90;35.33;61.54;91.92;14.23;94.85;7.96;6.45;94.13;40.17;48.90;0.70;39.99;24.19;49.32;63.37;96.73;3.35;65.20;68.41;88.47;32.91;35.63;75.94;14.69;39.26;34.48;78.17;3.98;63.52;65.51;28.60;66.08;54.15;22.68;80.71;46.22;18.60;88.44;57.44;56.12;49.18;32.71;18.97;5.80;88.30;29.46;88.72;20.76;57.07;98.71;31.08;59.72;58.81;67.40;77.98;7.37;44.85;79.10;99.26;57.83;70.08;11.90;92.23;7.49;49.41;71.24;94.50;88.29;75.14;14.22;48.41;8.21;89.20;22.49;23.09;57.85;82.97;17.21;83.33;27.14;83.63;44.58;43.22;65.16;97.11;48.80;64.91;9.38;13.75;57.29;50.22;52.26;31.27;49.93;1.91;19.70;95.01;9.80;80.92;47.94;75.57;46.50;74.69;24.74;90.24;56.24
97.29;72.41;69.63;75.94;76.23;59.35;23.46;41.57;45.64;22.60;28.08;3.42;99.87;39.36;78.25;19.03;76.07;30.20;51.97;56.09;32.30;83.49;79.55;47.11;5.93;11.96;39.04;20.31;18.80;16.22;3.14;48.30;14.86;49.76;34.18;0.04;51.67;28.95;68.33;7.83;73.23;3.13;42.73;6.26;84.74;57.08;26.39;92.30;80.59;46.15;70.81;98.40;29.89;98.89;58.05;20.08;15.21;7.05;34.47;44.38;27.92;2.81;38.23;92.93;10.29;89.70;48.40;81.06;95.61;56.60;93.94;18.27;10.14;26.76;53.52;35.11;78.09;1.46;2.52;40.49;72.12;84.50;70.33;94.52;84.00;12.29;27.00;38.52;87.76;55.94;54.46;25.81;77.12;93.02;71.68;32.54;28.63;58.36;69.23;80.39;6.97;46.10;89.51;37.66;57.78;0.23;95.50;41.48;32.02;76.34;39.42;52.05;16.78;71.46;80.07;94.60;99.83;30.09;30.90;76.41;20.59;78.88;76.65;63.69;63.42;2.37;28.93;27.81;2.99;0.85;80.72;7.72;51.03;67.89;22.97;28.80;53.12;10.45;60.53;75.46;15.81;50.92;17.26;28.78;43.32;4.28;19.78;62.36;94.50;96.76;19.85;58.37;10.02;21.48;14.60;44.00;56.35;59.34;34.18;85.19;17.34;53.75;40.35;69.57;96.36;17.73;89.44;5.10;13.20;86.27;10.52;99.54;17.13;94.43;38.10;54.31;45.79;23.17;97.55;64.16;83.99;11.95;32.49;48.86;38.28;10.90;51.65;72.50;86.23;49.14;27.94;53.70;48.13;38.13;15.42;34.02;21.09;40.88;60.42;10.30;63.28;3.66;18.86;57.74;6.67;8.56;71.83;13.88;24.28;2.96;51.30;27.43;78.53;37.35;21.84;61.41;12.41;20.15;82.90;79.62;16.71;17.24;68.98;13.17;66.71;5.29;69.07;30.73;54.99;39.06;70.30;32.18;52.17;95.27;67.36;79.19;64.20;7.86;64.94;53.10;29.41;49.49;86.12;16.59;55.84;66.23;78.81;90.62;43.77;8.65;37.08;41.13;54.32;73.45;24.06;23.57;27.65;0.18;85.86;1.12;34.00;74.39;67.05;39.46;44.60;55.98;80.64;48.28;28.02;59.75;87.81;93.55;52.98;95.76;33.71;0.96;26.96;35.46;79.05;91.71;68.79;54.36;3.13;42.54;89.67;44.54;11.88;37.20;43.21;55.72;3.48;58.21;40.78;61.22;42.54;73.62;14.75;80.87;32.14;40.56
59.25;6.08;76.23;85.61;56.60;57.06;10.25;3.46;35.80;53.34;82.79;30.42;49.58;42.90;44.29;97.33;63.55;80.09;29.45;71.96;73.12;74.96;64.81;51.76;88.35;89.65;25.63;15.07;42.92;19.52;84.40;49.84;83.66;14.70;22.68;29.71;1.55;39.96;56.55;68.22;84.39;85.83;65.11;96.78;11.95;45.87;44.76;55.75;91.90;6.70;49.22;78.47;61.75;73.52;85.14;23.11;37.98;40.87;95.58;29.50;25.30;82.16;41.00;44.44;16.16;97.28;36.86;84.29;63.50;32.53;91.55;78.64;94.48;18.95;38.23;40.38;65.45;84.60;41.65;81.08;25.80;67.36;20.18;3.86;71.18;74.53;42.01;95.32;16.33;38.92;48.10;49.08;69.72;10.09;22.29;94.18;59.26;60.19;20.37;83.70;28.48;51.00;13.77;46.54;62.36;26.59;73.71;14.36;21.03;55.24;65.57;26.82;89.24;31.22;14.97;44.95;64.16;74.46;58.91;22.08;86.67;10.55;27.17;1.96;99.21;33.79;73.58;18.13;16.80;81.48;39.44;18.66;82.48;99.71;7.53;25.05;86.14;45.87;89.98;44.55;93.15;12.45;39.93;8.29;26.48;85.54;94.87;15.07;91.94;6.42;59.04;81.57;15.54;50.09;32.59;6.22;60.27;17.97;15.22;85.86;74.86;7.67;25.81;77.92;99.57;7.40;80.22;43.43;62.77;26.67;36.48;69.81;5.71;47.39;65.99;77.36;57.94;78.92;57.07;90.10;13.43;46.83;15.72;56.68;44.83;17.68;97.33;37.45;31.05;21.88;88.80;13.31;6.09;51.86;72.37;9.32;61.68;97.20;33.99;27.08;24.15;55.98;33.72;74.27;26.97;96.77;52.66;55.26;10.15;67.40;78.71;70.43;9.74;28.08;65.98;3.30;49.18;83.65;23.93;73.15;72.50;80.43;35.10;67.54;35.24;57.98;70.30;90.57;9.81;86.75;58.26;20.76;50.46;2.35;18.93;5.59;42.52;13.75;50.64;85.25;84.27;90.22;66.17;52.60;17.71;11.07;1.59;49.31;65.67;51.81;74.16;32.72;68.37;84.10;70.79;31.28;90.09;33.49;28.80;0.00;52.43;14.66;54.11;51.75;4.08;95.57;73.85;12.78;18.10;27.99;5.73;96.15;15.38;77.60;15.47;56.21;64.18;11.01;7.47;73.78;15.14;89.95;80.16;77.17;81.05;7.91;75.69;77.35;81.32;20.45;9.98;48.99;59.15;29.19;94.00;11.23;4.49;2.47;63.17;15.01
44.03;52.85;39.41;0.18;97.41;82.17;3.99;78.56;67.04;63.59;20.26;92.99;26.19;95.59;98.31;75.02;84.38;95.75;1.70;92.67;33.18;44.74;85.80;27.50;81.77;92.57;73.73;54.83;79.86;18.76;2.05;43.24;14.15;78.37;58.54;17.19;89.08;93.56;61.11;59.12;9.65;62.98;27.17;78.54;18.69;26.74;90.76;41.86;98.43;27.91;33.88;32.75;79.16;71.27;11.21;96.64;30.56;51.07;89.99;72.07;78.76;11.45;47.94;74.98;31.24;81.34;40.17;70.94;87.40;49.23;95.18;30.46;50.43;11.80;16.45;66.38;53.50;55.62;95.38;60.71;41.72;14.10;35.25;71.74;27.32;58.75;71.83;5.74;75.00;65.11;95.69;58.62;10.82;28.92;50.85;51.66;67.18;68.17;54.91;16.27;38.20;71.82;35.83;60.05;64.60;21.06;84.92;70.69;1.36;66.42;26.08;70.62;27.81;38.61;4.78;69.16;38.23;96.83;90.86;15.07;12.85;23.97;35.44;6.94;48.17;68.12;53.56;89.30;48.12;97.12;83.92;99.65;11.22;57.11;93.74;82.71;40.71;67.53;27.50;87.40;72.59;58.27;72.69;48.44;1.42;14.29;24.25;63.21;50.11;7.47;22.36;8.18;38.60;76.63;73.24;86.92;26.78;63.46;63.46;79.30;23.63;26.88;44.16;55.32;30.96;93.28;85.31;67.18;27.88;73.57;14.63;35.97;14.20;80.17;60.51;34.93;77.57;44.82;29.91;31.53;70.47;79.46;7.12;79.58;54.36;4.48;36.12;86.27;14.85;26.84;52.72;79.59;91.61;38.74;58.89;76.50;34.54;87.55;48.94;82.05;58.48;28.98;36.57;10.11;30.87;89.71;32.61;15.26;19.13;62.28;89.00;42.00;6.80;61.72;70.91;27.65;65.43;67.75;53.20;36.87;4.30;85.35;26.29;39.26;76.26;42.69;64.52;51.06;34.13;36.51;64.56;29.26;73.34;64.36;66.84;1.93;78.61;77.47;34.64;21.03;5.46;1.24;3.68;44.18;73.33;7.57;73.34;70.82;81.06;19.60;71.55;44.77;73.48;11.41;69.42;35.67;51.59;23.94;75.03;33.41;48.87;44.00;59.17;1.19;14.47;79.13;75.76;34.06;3.46;47.44;75.20;90.39;47.33;96.64;17.99;20.37;31.30;3.80;1.41;27.39;98.89;71.02;37.29;27.60;95.98;54.65;10.36;97.77;93.58;18.98;94.56;71.28;60.88;60.65;85.73;63.62;45.44;26.90;16.85;86.44
20.46;68.04;84.65;77.30;51.62;45.31;22.22;12.75;46.95;13.02;54.44;95.02;72.36;71.17;41.53;17.61;12.76;95.77;69.23;48.11;98.75;35.57;66.32;28.07;93.61;38.60;7.08;36.08;70.94;78.14;94.41;61.54;73.76;83.26;21.39;76.55;13.20;27.31;93.41;98.94;68.40;13.11;81.11;97.05;15.67;41.93;84.99;58.97;15.33;49.84;45.03;4.91;20.82;36.90;99.09;35.06;2.73;53.99;78.48;69.48;22.76;80.70;31.18;99.55;52.19;70.85;19.72;19.86;8.72;40.00;37.84;5.43;53.93;35.85;15.48;86.30;53.43;15.48;16.96;66.01;65.38;1.82;17.36;30.36;12.25;72.83;19.23;79.87;22.06;10.35;32.15;63.12;35.18;26.18;95.36;55.39;60.13;93.42;0.99;95.59;39.46;18.11;12.33;84.97;63.41;61.11;64.72;13.32;8.64;56.98;74.41;3.62;70.39;20.23;67.61;68.32;70.77;85.19;7.33;68.47;43.49;24.04;56.78;84.13;95.10;28.80;65.20;18.22;56.00;78.06;6.92;32.50;33.71;9.22;35.18;14.23;31.34;47.07;58.50;87.82;24.33;77.88;27.69;45.92;72.82;91.98;52.83;19.20;15.72;44.16;55.75;18.00;44.07;55.45;49.22;32.10;67.05;0.06;48.13;57.93;69.03;3.96;1.66;6.42;33.49;92.55;2.11;0.35;61.39;85.42;64.78;14.15;30.40;30.66;70.83;32.30;43.60;93.07;66.95;92.25;49.70;93.94;83.47;40.99;3.11;1.33;25.46;86.91;49.96;29.42;99.17;13.10;62.40;65.64;91.79;43.10;32.03;95.60;11.94;59.50;7.35;72.89;72.11;16.90;76.19;89.48;12.96;79.97;60.23;10.02;0.23;57.92;65.54;91.83;49.64;41.15;96.77;22.48;80.12;39.17;81.68;78.25;38.79;46.79;90.68;86.61;98.46;66.59;10.69;46.69;85.00;6.04;31.28;94.72;52.68;1.22;19.34;45.00;96.72;41.46;0.29;12.13;61.32;47.59;20.04;61.87;15.27;10.55;18.40;90.57;83.07;47.96;21.97;73.25;28.72;59.80;28.41;79.46;78.64;44.22;26.96;6.11;8.00;30.06;98.16;53.13;16.62;98.79;40.65;90.63;71.97;28.31;11.46;38.67;88.24;67.64;9.56;66.46;10.26;9.74;13.38;6.32;78.27;87.53;74.14;94.26;29.25;15.21;78.32;52.96;31.10;17.08;26.68;21.69;63.75;12.97;25.30;22.04;25.47;69.04
20.59;96.13;54.35;28.21;0.41;28.40;31.82;63.67;93.57;32.11;11.69;61.08;19.97;91.87;27.14;58.97;83.64;92.70;70.20;52.86;31.34;7.50;45.46;85.41;95.52;86.16;55.35;60.52;84.75;92.15;72.75;28.53;41.20;77.33;17.96;50.55;2.78;71.55;80.09;62.92;30.81;24.32;14.41;79.61;87.55;97.70;26.15;68.14;5.97;8.48;23.18;85.24;13.69;32.83;9.25;27.91;99.75;47.42;33.72;7.98;61.14;53.99;37.46;82.49;58.31;83.55;16.77;24.85;82.30;54.22;21.93;20.67;47.84;53.98;66.81;34.77;44.80;65.90;79.77;56.27;8.80;37.62;73.07;72.82;2.13;30.15;15.47;95.04;64.05;81.41;76.69;2.18;73.70;21.95;96.95;95.29;39.79;77.33;48.80;56.41;69.66;30.91;0.97;62.63;73.64;63.68;25.19;81.57;84.65;82.71;92.12;98.78;94.96;91.48;75.30;50.80;74.49;12.79;76.97;10.26;70.63;66.55;9.70;90.26;78.32;5.47;64.42;77.88;28.84;85.73;72.30;30.47;1.59;37.88;57.84;74.56;59.51;57.06;27.85;25.78;94.72;43.57;10.17;45.80;79.52;11.66;63.13;26.83;82.91;40.62;62.38;46.99;6.13;90.30;59.23;51.28;42.48;10.17;10.04;53.01;78.22;65.15;50.30;9.71;30.47;35.28;57.92;71.64;74.07;35.96;97.06;40.16;3.32;57.05;88.44;60.88;5.83;23.90;78.49;88.78;73.04;95.62;72.35;96.42;20.21;59.48;89.83;31.99;98.81;69.08;72.25;36.74;88.56;52.38;57.63;79.05;63.39;74.75;97.35;28.15;64.12;64.00;61.76;51.22;76.73;89.15;16.42;85.09;69.29;71.97;82.57;98.14;8.65;5.49;41.69;64.87;18.98;73.68;22.67;69.99;11.31;16.70;84.09;81.14;42.06;28.86;11.68;4.62;17.18;0.27;45.33;86.59;97.45;59.04;34.52;13.04;89.17;40.02;83.67;6.36;36.41;69.72;5.55;95.61;73.01;1.23;85.85;88.45;57.02;46.49;50.13;34.42;71.80;73.89;56.32;74.75;13.38;78.06;45.71;43.94;19.25;61.36;3.11;88.32;3.07;78.79;29.43;70.59;93.02;8.92;95.04;5.23;26.68;35.86;79.06;85.11;9.01;50.98;35.44;19.63;79.31;1.68;60.40;50.50;43.28;86.73;99.88;78.41;24.11;25.93;27.62;82.31;62.28;89.38;93.96;46.17;88.64;47.24;68.22;20.33
